table	id	source_name	ko_name	source_description	ko_description	source_effect	ko_effect
POTNOTES.TXT	274	Essence of Personality	인격의 정수	White Potion	흰색 물약	Permanently raises Personality by 15 while reducing Speed by 15	인격 영구 +15, 속도 영구 -15
POTNOTES.TXT	275	Essence of Endurance	지구력의 정수	White Potion	흰색 물약	Permanently raises Endurance by 15 while reducing all other attributes by 2	지구력 영구 +15, 다른 모든 능력치 영구 -2
POTNOTES.TXT	276	Essence of Accuracy	정확도의 정수	White Potion	흰색 물약	Permanently raises Accuracy by 15 while reducing Luck by 15	정확도 영구 +15, 행운 영구 -15
POTNOTES.TXT	277	Essence of Speed	속도의 정수	White Potion	흰색 물약	Permanently raises Speed by 15 while reducing Personality by 15	속도 영구 +15, 인격 영구 -15
POTNOTES.TXT	278	Essence of Luck	행운의 정수	White Potion	흰색 물약	Permanently raises Luck by 15 while reducing Accuracy by 15	행운 영구 +15, 정확도 영구 -15
POTNOTES.TXT	279	Potion of Doom 	파멸의 물약	White Potion	흰색 물약	Permanently adds 1 to all seven stats, HP, SP, AC and resistances at the cost of 5 years of magical aging	7개 능력치·생명력·주문력·방어도·저항 영구 +1, 마법적 나이 +5년
POTNOTES.TXT	280	Divine Boost 	신성한 강화	Black Potion	검은색 물약	Increases all Seven Statistics temporarily by (3 x Power) for (30 x Power) minutes	7개 능력치 일시 +(위력 x 3), 지속 (위력 x 30)분
POTNOTES.TXT	281	Divine Protection	신성한 보호	Black Potion	검은색 물약	Increases Fire, Air, Water, Earth, Mind and Body resistances temporarily by (3 x Power) for (30 x Power) minutes	화염·공기·물·대지·정신·육체 저항 일시 +(위력 x 3), 지속 (위력 x 30)분
POTNOTES.TXT	282	Divine Transcendence	신성한 초월	Black Potion	검은색 물약	Increases the character’s level by 20 for (30 x Power) minutes	레벨 +20, 지속 (위력 x 30)분
POTNOTES.TXT	283	Potion of the Gods 	신들의 물약	Black Potion	검은색 물약	Permanently raises all seven stats by 20 at the cost of 10 years of magical aging, single-use	7개 능력치 영구 +20, 마법적 나이 +10년, 1회만 사용 가능
POTNOTES.TXT	284	Pure Fire Resistance	순수 화염 저항	Black Potion	검은색 물약	Permanently adds 40 to Fire Resistance, single-use	화염 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	285	Pure Air Resistance	순수 공기 저항	Black Potion	검은색 물약	Permanently adds 40 to Air Resistance, single-use	공기 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	286	Pure Water Resistance	순수 물 저항	Black Potion	검은색 물약	Permanently adds 40 to Water Resistance, single-use	물 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	287	Pure Earth Resistance	순수 대지 저항	Black Potion	검은색 물약	Permanently adds 40 to Earth Resistance, single-use	대지 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	288	Pure Mind Resistance	순수 정신 저항	Black Potion	검은색 물약	Permanently adds 40 to Mind Resistance, single-use	정신 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	289	Pure Body Resistance	순수 육체 저항	Black Potion	검은색 물약	Permanently adds 40 to Body Resistance, single-use	육체 저항 영구 +40, 1회만 사용 가능
POTNOTES.TXT	290	Protection from Magic	마법으로부터 보호	White Potion	흰색 물약	Grants Protection from Magic (as a spell) for 30 minutes per point of potion strength.	마법으로부터 보호 주문 효과, 물약 위력 1당 30분
POTNOTES.TXT	806	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1041	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1042	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1043	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1044	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1045	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1046	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1047	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1048	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1049	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1050	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1051	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1052	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1053	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1054	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1055	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1056	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1057	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1058	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1059	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1060	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1061	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1062	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1063	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1064	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1065	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1066	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1067	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1068	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1069	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
POTNOTES.TXT	1070	Strange potion	이상한 물약	White Potion	흰색 물약	Strange potion	이상한 물약
