id	category	source	file	line	patchable	reason	context
maw-b3850e04b5cc	table	Diamond	Data/Tables/Potion settings.txt	82	no	table_schema_structural	"80	1050	0	-	x	Diamond"
maw-2aac3a605135	table	Moonstone	Data/Tables/Potion settings.txt	83	no	table_schema_structural	"81	1051	0	-	x	Moonstone"
maw-e3ac14d752cf	table	Topaz	Data/Tables/Potion settings.txt	84	no	table_schema_structural	"82	1052	0	-	x	Topaz"
maw-1ef532cce6fe	table	Amethyst	Data/Tables/Potion settings.txt	85	no	table_schema_structural	"83	1053	0	-	x	Amethyst"
maw-da32ecab00cd	table	Emerald	Data/Tables/Potion settings.txt	86	no	table_schema_structural	"84	1054	0	-	x	Emerald"
maw-4145f90df9b0	table	Purple Topaz	Data/Tables/Potion settings.txt	87	no	table_schema_structural	"85	1055	0	-	x	Purple Topaz"
maw-ac9974d222df	table	Sunstone	Data/Tables/Potion settings.txt	89	no	table_schema_structural	"87	1057	0	-	x	Sunstone"
maw-da32ecab00cd	table	Emerald	Data/Tables/Potion settings.txt	90	no	table_schema_structural	"88	1058	0	-	x	Emerald"
maw-52086129a3b5	table	Sapphire	Data/Tables/Potion settings.txt	91	no	table_schema_structural	"89	1059	0	-	x	Sapphire"
maw-b3850e04b5cc	table	Diamond	Data/Tables/Potion settings.txt	92	no	table_schema_structural	"90	1060	0	-	x	Diamond"
maw-60f7bc77f23a	table	The Third Eye	Data/Tables/Potion settings.txt	93	no	table_schema_structural	"91	1061	0	-	x	The Third Eye"
maw-513dca271d5f	table	Hourglass of Time	Data/Tables/Potion settings.txt	94	no	table_schema_structural	"92	1062	0	-	x	Hourglass of Time"
maw-fed895f0f9d2	table	Control Cube	Data/Tables/Potion settings.txt	95	no	table_schema_structural	"93	1063	0	-	x	Control Cube"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	96	no	table_schema_structural	"94	1064	0	-	x	Enchanted Amulet"
maw-da32ecab00cd	table	Emerald	Data/Tables/Potion settings.txt	97	no	table_schema_structural	"95	1065	0	-	x	Emerald"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	98	no	table_schema_structural	"96	1066	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	99	no	table_schema_structural	"97	1067	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	100	no	table_schema_structural	"98	1068	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	101	no	table_schema_structural	"99	1069	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	102	no	table_schema_structural	"100	1067	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	103	no	table_schema_structural	"101	1068	0	-	x	Enchanted Amulet"
maw-0cf5674a0857	table	Enchanted Amulet	Data/Tables/Potion settings.txt	104	no	table_schema_structural	"102	1069	0	-	x	Enchanted Amulet"
maw-c01c6cae5e00	table	DarkElf - Archer	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-5e5379150bc1	table	DarkElf - Cleric	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-e61b5163588b	table	DarkElf - Dark Elf	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-16b4d6d039e2	table	DarkElf - Death Knight	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-7232d7a22bd2	table	DarkElf - Dragon	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-63b871211c6e	table	DarkElf - Druid	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-45bb5da73306	table	DarkElf - Knight	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-92faf79b12b5	table	DarkElf - Minotaur	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-402f9ce68cf6	table	DarkElf - Monk	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-13edc65a5159	table	DarkElf - Necromancer	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-27050b060f2b	table	DarkElf - Paladin	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-78156d207867	table	DarkElf - Peasant	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-f308814be6a8	table	DarkElf - Ranger	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-9b565dd8cc07	table	DarkElf - Seraphim	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-bbd6d70b6974	table	DarkElf - Shaman	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-5946561a0609	table	DarkElf - Sorcerer	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-ac173102c783	table	DarkElf - Thief	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-33c5f6c23f16	table	DarkElf - Troll	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-830aabb67bf4	table	DarkElf - Vampire	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-f6354a920289	table	DarkElf(2)	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-c62537a749fb	table	Dragon - Archer	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-1d60497143c4	table	Dragon - Cleric	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-5a68f144a861	table	Dragon - Dark Elf	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-6d233e29148b	table	Dragon - Death Knight	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-5545957f6a09	table	Dragon - Dragon	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-b5697cd83aba	table	Dragon - Druid	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-a2e045e44aea	table	Dragon - Knight	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-8d4182669b6b	table	Dragon - Minotaur	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-667ef98c8492	table	Dragon - Monk	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-9044e12b8879	table	Dragon - Necromancer	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-b63edb76ad7f	table	Dragon - Paladin	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-8c3f41ba9cd8	table	Dragon - Peasant	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
maw-c1dcfa6c79b2	table	Dragon - Ranger	Data/Tables/Race Skills.txt	1	no	table_schema_structural	"	Human(0)	Vampire(1)	DarkElf(2)	Minotaur(3)	Troll(4)	Dragon(5)	Undead(6)	Elf(7)	Goblin(8)	Dwarf(9)	Zombie(10)	Human - Archer	Vampire - Archer	DarkElf - Archer	Minotaur - Archer	Troll - Archer	Dragon - Archer	Undead - Archer	Elf - Archer	Goblin - Archer	Dwarf - Archer	Zombie - Archer	Human - Cleric	Vampire - Cleric	DarkElf - Cleric	Minotaur - Cleric	Troll - Cleric	Dragon - Cleric	Undead - Cleric	Elf - Cleric	Goblin - Cleric	Dwarf - Cleric	Zombie - Cleric	Human - Dark Elf	Vampire - Dark Elf	DarkEl"
