id	status	category	source	translation	placeholders	first_file	first_line	occurrences	notes
maw-11ab2fd5f68b	translated	skill	%s can hold with 1 hand	%s 한 손으로 사용 가능	%s	Scripts/General/zzMAW-Skills.lua	680	1	창 마스터 효과
maw-060c34df1833	translated	skill	%s chance to paralyze	%s 마비 확률	%s	Scripts/General/zzMAW-Skills.lua	679	1	철퇴 그랜드마스터 효과
maw-76097c4f8d15	translated	skill	%s chance to stun	%s 기절 확률	%s	Scripts/General/zzMAW-Skills.lua	678	1	철퇴 마스터 효과
maw-7a69e955bfeb	translated	skill	%s rec. pen. elim.	%s 회복 페널티 제거	%s	Scripts/General/zzMAW-Skills.lua	688	1	판금 숙련 축약 효과
maw-1dfd8c6da9a8	translated	skill	%s rec. pen. halved	%s 회복 페널티 절반	%s	Scripts/General/zzMAW-Skills.lua	687	1	판금 숙련 축약 효과
maw-06af20f3aede	translated	skill	%s recovery penalty eliminated	%s 회복 페널티 제거	%s	Scripts/General/zzMAW-Skills.lua	684	3	방어구 숙련 효과
maw-8927ee350cbb	translated	skill	%s recovery penalty halved	%s 회복 페널티 절반	%s	Scripts/General/zzMAW-Skills.lua	685	1	사슬 갑옷 숙련 효과
maw-3f92a95e24aa	untranslated	skill	"%s Res	000"		%s	Scripts/General/zzMAW-Skills.lua	612	2	
maw-00f2a94b750e	translated	skill	%s shoots fire arrows, dealing highest between fire and physical damage	%s 화염 화살을 발사하며 화염 피해와 물리 피해 중 더 높은 피해 적용	%s	Scripts/General/zzMAW-Skills.lua	675	1	활 그랜드마스터 효과
maw-bd2aa1daab14	translated	skill	%s usable with Leather Armor	%s 가죽 갑옷 착용 시 사용 가능	%s	Scripts/General/zzMAW-Skills.lua	695	1	회피 마스터 효과
maw-b814f42a8c77	translated	skill	%s usable with Unarm.	%s 맨손 전투와 함께 사용 가능	%s	Scripts/General/zzMAW-Skills.lua	682	1	지팡이 그랜드마스터 효과
maw-29bafc9a3c98	untranslated	skill	%s%%|		%s	Scripts/General/zzMAW-Skills.lua	543	4	
maw-f9b26d772d4f	untranslated	skill	%sRes			Scripts/General/zzMAW-Skills.lua	564	1	
maw-908093bbf3f4	untranslated	skill	%s|		%s	Scripts/General/zzMAW-Skills.lua	527	16	
maw-84d1ceb266d3	untranslated	skill	([^%s]+)		%s	Scripts/General/BountyHunt.lua	215	13	
maw-4b7ec923d00c	untranslated	skill	"(calculated after resistances)
"			Scripts/General/zzClasses.lua	1046	1	
maw-75446e835954	translated	skill	Absorb up to 25% damage	피해를 최대 25% 흡수합니다		Scripts/General/zzMAW-Skills.lua	2478	1	마나 방패 숙련 효과
maw-edaf46202584	translated	skill	Absorb up to 50% damage	피해를 최대 50% 흡수합니다		Scripts/General/zzMAW-Skills.lua	2479	1	마나 방패 숙련 효과
maw-b53ba9e43224	translated	skill	Absorb up to 75% damage	피해를 최대 75% 흡수합니다		Scripts/General/zzMAW-Skills.lua	2480	1	마나 방패 숙련 효과
maw-80cc252aa544	untranslated	skill	AC|			Scripts/General/zzMAW-Skills.lua	557	1	
maw-89736fc25d09	untranslated	skill	Adamantite			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-1b684e0e7237	translated	skill	"After mastering the art of covering, you have become capable delivering deadly counter attacks to those who dare try harm your allies. Retaliation has a 1% per skill point chance to activate after successfully covering an ally.

Expert, Master and Grandmaster are learned automatically at skill 12, 30 and 50.
"	"엄호의 경지에 이르러 동료를 해치려는 적에게 치명적인 반격을 가할 수 있게 되었습니다. 반격은 동료 엄호에 성공한 뒤 기술 포인트당 1% 확률로 발동합니다.

전문가, 마스터, 그랜드마스터 단계는 기술 레벨 12, 30, 50에서 자동으로 습득합니다.
"		Scripts/General/zzMAW-Skills.lua	2540	1	반격 기술 설명
maw-21abf3a9d1fd	translated	skill	"After mastering the art of covering, you have become capable delivering deadly counter attacks to those who dare try harm your allies. Retaliation has a 1% per skill point chance to activate after successfully covering an ally.

Expert, Master and Grandmaster are learned automatically at skill 12, 30 and 50.

Damage done depends on 2 coefficients, multiplied then by skill level:

Melee Power coefficient: "	"엄호의 경지에 이르러, 동료를 공격하는 적에게 치명적인 반격을 가할 수 있게 되었습니다. 반격은 동료 엄호에 성공한 뒤 기술 포인트당 1% 확률로 발동합니다.

전문가, 마스터, 그랜드마스터 단계는 기술 레벨 12, 30, 50에서 자동으로 습득합니다.

피해량은 두 계수에 의해 결정되며, 이후 기술 레벨이 곱해집니다:

근접 위력 계수: "		Scripts/General/zzMAW-Skills.lua	2134	1	반격 기술 본문
maw-bbec938dae2f	translated	skill	Air Magic	공기 마법		Scripts/General/zzClasses.lua	2166	1	Skillz.setName 표시명
maw-53ad7869dac0	translated	skill	All damage is absorbed by mana	모든 피해를 마나로 흡수합니다		Scripts/General/zzMAW-Skills.lua	2481	1	마나 방패 숙련 효과
maw-f9363b18c988	translated	skill	"Allow use to Cover Physical damage
"	"물리 피해를 엄호할 수 있습니다
"		Scripts/General/zzMAW-Skills.lua	2048	1	엄호 숙련 효과
maw-60b1f591790d	translated	skill	Allow use to Cover Projectiles damage	투사체 피해도 엄호할 수 있습니다		Scripts/General/zzMAW-Skills.lua	2049	1	엄호 숙련 효과
maw-04e874e5383b	translated	skill	Allows to make black potions. Power when mixing will be increased to 2 and increases potion duration by 6 Minutes per skill point. Allows the Endless potion to be dropped by monsters, which power is determined by Alchemy level.	검은 물약을 만들 수 있습니다. 혼합 시 위력이 2배로 증가하며 기술 포인트당 물약 지속시간이 6분 증가합니다. 몬스터에게서 무한 물약이 떨어질 수 있으며, 그 위력은 연금술 레벨에 따라 결정됩니다.		Scripts/General/zzAlchemy.lua	688	1	연금술 그랜드마스터 효과
maw-a672568b736a	translated	skill	Allows to make white potions. Power when mixing will be increased to 1.5 per skill point.	흰색 물약을 만들 수 있습니다. 혼합 시 위력이 기술 포인트당 1.5만큼 증가합니다.		Scripts/General/zzAlchemy.lua	687	1	연금술 마스터 효과
maw-43a3e83ba69f	translated	skill	"Armsmaster skill represents the warrior's tricks of the trade, enhancing your proficiency with all weapons-except staves.
This skill allows you to strike faster, execute smoother attacks, and deal more powerful blows.

Damage added by armsmaster skill scales with your weapon skill, amplifying its impact as you grow more adept.
"	"무기 전문가 기술은 전사의 노련한 전투 기법을 나타내며, 지팡이를 제외한 모든 무기의 숙련도를 강화합니다.
이 기술은 더 빠르고 매끄럽게 공격하며 더 강력한 타격을 가할 수 있게 합니다.

무기 전문가 기술이 더하는 피해는 무기 기술에 비례하므로 숙련될수록 효과가 커집니다.
"		Scripts/General/zzMAW-Skills.lua	698	1	무기 전문가 기술 설명
maw-2de8f87cb665	translated	skill	Ascension	승천		Scripts/General/zzMAW-Skills.lua	1464	1	MAW 스킬명
maw-01c14ed50231	translated	skill	Assassination	암살		Scripts/General/zzClasses.lua	2107	1	MAW 스킬명
maw-4c6ddbffd5ce	translated	skill	Attacking will increase you next Cover chance by 15%	공격하면 다음 엄호 확률이 15% 증가합니다		Scripts/General/zzMAW-Skills.lua	2051	1	엄호 숙련 효과
maw-dd933dd88d68	untranslated	skill	Attack|			Scripts/General/zzMAW-Skills.lua	526	1	
maw-c8fa8bc02696	untranslated	skill	baseSpeedMelee			Scripts/General/zzMAW-Skills.lua	358	1	
maw-4265aa0579a1	untranslated	skill	baseSpeedRanged			Scripts/General/zzMAW-Skills.lua	354	1	
maw-24652e28b940	translated	skill	Blood	혈마법		Scripts/General/zzClasses.lua	1451	1	죽음의 기사 스킬명
maw-b01262c9360e	translated	skill	Body Magic	육체 마법		Scripts/General/zzClasses.lua	1473	1	Skillz.setName 표시명
maw-619b87bbb4ea	untranslated	skill	bonusSpeedMelee			Scripts/General/zzMAW-Skills.lua	357	1	
maw-27f96dca33a7	untranslated	skill	bonusSpeedRanged			Scripts/General/zzMAW-Skills.lua	353	1	
maw-c35678b78637	untranslated	skill	Broodling			Scripts/General/zzAlchemy.lua	1259	8	
maw-fe3e99c07f8a	untranslated	skill	Broodlord			Scripts/General/zzMaw-Monsters.lua	3115	3	
maw-dfbe0e034b19	untranslated	skill	BuildSkillInformationBox			Scripts/Structs/extraEditableDescriptions.lua	54	1	
maw-18278917acef	untranslated	skill	"By agreeing to this, every skill you possess shall be returned to the beginning, to the level of a Novice, and all the points you've invested in these skills shall be returned to you. 

Once your skill grows to the necessary level, mastery of it shall be bestowed upon you once more, should you have achieved it before.

For this service, a tribute of 1000 gold for each level you have achieved shall be required"			Scripts/Global/zzMAWRespec.lua	15	1	
maw-cec78e853644	untranslated	skill	CalcStatBonusBySkills			Scripts/Core/events.lua	1895	1	
maw-978a084c3175	translated	skill	"Chain armor is the medium armor type.  It provides more protection than leather and less than plate, but it also slows your character down more than leather.

Chain Armor Skill boosts the AC and Resistances gained by ALL armors when equipping a Chain Armor by a percent amount."	"사슬 갑옷은 중간 무게의 방어구입니다. 가죽 갑옷보다 보호력이 높고 판금 갑옷보다는 낮지만, 가죽 갑옷보다 행동을 더 느리게 만듭니다.

사슬 갑옷을 장비하면 사슬 갑옷 기술이 모든 방어구에서 얻는 방어력과 저항을 일정 비율만큼 높입니다."		Scripts/General/zzMAW-Skills.lua	592	1	사슬 갑옷 기술 설명
maw-826b07e8e3ae	untranslated	skill	Chance			Scripts/General/zzMAW-Skills.lua	1083	2	
maw-df5e8635a295	untranslated	skill	Chance to Paralyze: 			Scripts/General/zzMAW-Skills.lua	2465	1	
maw-c713960107a1	untranslated	skill	Chance to Stun: 			Scripts/General/zzMAW-Skills.lua	2463	1	
maw-af169bb89cfb	translated	skill	Combat	전투		Scripts/General/zzClasses.lua	2104	1	암살자 스킬명
maw-57b5a5dea337	translated	skill	"Combat is the skill that allows you to endure prolonged fights by enhancing your energy recovery.

Each attack has a base 10% chance, plus 1% per skill point, to restore 15 energy.

"	"전투 기술은 에너지 회복을 강화하여 장기전에 버틸 수 있게 합니다.

공격할 때마다 기본 10%에 기술 포인트당 1%를 더한 확률로 에너지 15를 회복합니다.

"		Scripts/General/zzClasses.lua	2109	1	전투 기술 설명
maw-8b656a5dd9d5	translated	skill	Cover	엄호		Scripts/General/zzMAW-Skills.lua	2046	1	MAW 방어 스킬명
maw-f656eb28d0a2	translated	skill	"Cover Skill is a defensive prowess enabling a character to shield allies by intercepting incoming damage. This ability strategically positions the user as the primary target of enemy onslaughts, thereby protecting teammates who are more susceptible to damage.

Grants 10 plus 1% chance per skill point to Cover an ally, up to 40%, however, something might happen once at max level...


Press P to enable/disable
"	"엄호는 아군에게 향하는 피해를 대신 받아 동료를 보호하는 방어 기술입니다. 사용자는 적의 공격을 자신에게 집중시켜 피해에 취약한 동료를 지킵니다.

아군을 엄호할 확률은 기본 10%에 기술 포인트당 1%가 추가되며 최대 40%입니다. 다만 최대 레벨에 도달하면 무언가가 일어날 수도 있습니다...


P키로 활성화/비활성화
"		Scripts/General/zzMAW-Skills.lua	2047	1	엄호 기술 설명
maw-84a1cb449d28	untranslated	skill	"Cover Skill is a defensive prowess enabling a character to shield allies by intercepting incoming damage. This ability strategically positions the user as the primary target of enemy onslaughts, thereby protecting teammates who are more susceptible to damage.

If available, Expert, Master and Grandmaster is learned at skill 6-12-20.

Grants 10 plus 1% chance per skill point to Cover, up to 40%, however, something might happen once at max level....

Current cover chance: "			Scripts/General/zzMAW-Skills.lua	2097	1	
maw-e3808a8b98b0	untranslated	skill	"Cover Skill is a defensive prowess enabling a character to shield allies by intercepting incoming damage. This ability strategically positions the user as the primary target of enemy onslaughts, thereby protecting teammates who are more susceptible to damage.

If available, Expert, Master and Grandmaster is learned at skill 8-20-30.

Grants 10 plus 1% chance per skill point to Cover, up to 40%, however, something might happen once at max level....

Current cover chance: "			Scripts/General/zzMAW-Skills.lua	2099	1	
maw-3711ef38c87d	translated	skill	Current Damage reduction per Mana: 	마나당 현재 피해 감소: 		Scripts/General/zzMAW-Skills.lua	2118	2	마나 방패 수치 표시
maw-baa7b94348d2	untranslated	skill	Current Reduction: 			Scripts/General/zzClasses.lua	1457	2	
maw-b3ec68d9a6c8	translated	skill	Dark Magic	어둠 마법		Scripts/General/zzClasses.lua	1474	1	Skillz.setName 표시명
maw-a8e6075e3936	untranslated	skill	Dmg%%|			Scripts/General/zzMAW-Skills.lua	542	1	
maw-2398296e3634	untranslated	skill	Dmg|			Scripts/General/zzMAW-Skills.lua	549	1	
maw-a45908c888a2	translated	skill	Double healing effect	회복 효과가 2배가 됩니다		Scripts/General/zzClasses.lua	432	1	스킬 숙련 효과
maw-eac1e2011194	untranslated	skill	"Dragons can use their fangs to deal atrocious damage to enemies. Damage is 30 + 2 per level (up to level 600). Fang skill increases this amount by a percentage based on mastery and skill level.

Whenever this skill is below dragon skill it will push monsters away
Each point in the skill increases damage and increases recovery time by 1.5%.
"			Scripts/General/zzClasses.lua	800	1	
maw-0ad6e75c517a	translated	skill	Earth Magic	대지 마법		Scripts/General/zzClasses.lua	2168	1	Skillz.setName 표시명
maw-78112dc2690b	translated	skill	Enlightenment	깨달음		Scripts/General/zzMAW-Skills.lua	2508	1	MAW 마나 스킬명
maw-42d86cfd50b6	untranslated	skill	Exploding			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-70a1c0a505d3	translated	skill	Fangs	송곳니		Scripts/General/zzClasses.lua	798	1	드래곤 스킬명
maw-3bc42b4b8932	translated	skill	Fire Magic	화염 마법		Scripts/General/zzClasses.lua	2165	1	Skillz.setName 표시명
maw-f95933ffb150	untranslated	skill	Fixator			Scripts/General/zzMAW-Skills.lua	1066	4	
maw-35b259290ec3	excluded	skill	Food			Scripts/Global/NPCFollowersSkills.lua	328	1	Internal engine/control literal only; not player-facing localization.
maw-6032a672e309	translated	skill	Frost	냉기		Scripts/General/zzClasses.lua	1450	1	죽음의 기사 스킬명
maw-6f947783ef13	untranslated	skill	GetDiplomacyTotalSkill			Scripts/Core/events.lua	1956	2	
maw-c06e767c2853	untranslated	skill	GetDisarmTrapTotalSkill			Scripts/Core/events.lua	1953	2	
maw-16b0a818dba4	untranslated	skill	GetIndex			Scripts/General/zzMAW-Skills.lua	2616	1	
maw-54095085517d	untranslated	skill	GetLearningTotalSkill			Scripts/Core/events.lua	1959	2	
maw-b685e98aff4a	untranslated	skill	GetMerchantTotalSkill			Scripts/Core/events.lua	1952	2	
maw-9dd13a7dcc16	untranslated	skill	GetPerceptionTotalSkill			Scripts/Core/events.lua	1958	2	
maw-7d2cde45714f	untranslated	skill	GetPlayerSkillMastery			Scripts/Structs/After/RemoveSkillValueLimits.lua	144	1	
maw-f672c345dffe	untranslated	skill	GetSkill			Scripts/Core/events.lua	1908	1	
maw-ebabbf34ceff	untranslated	skill	Grants bonus to Meditation skill for 6 hours.			Scripts/General/zzAlchemy.lua	480	1	
maw-5200bdfc01a1	untranslated	skill	HP			Scripts/General/AdaptiveMonstersStats.lua	710	10	
maw-bc4de4436fe9	untranslated	skill	Incorrect mastery %d at JoinSkill()		%d	Scripts/Structs/After/RemoveSkillValueLimits.lua	89	1	
maw-d777daa9c06f	untranslated	skill	Incorrect skill value %d at JoinSkill()		%d	Scripts/Structs/After/RemoveSkillValueLimits.lua	85	1	
maw-e8fbfeac40bd	translated	skill	Increase your regeneration by 1% per every 1% of hp lost	잃은 생명력 1%마다 재생량이 1% 증가합니다		Scripts/General/zzMAW-Skills.lua	2575	1	재생 숙련 효과
maw-9f6c0df8b5f6	translated	skill	Increased Attack speed by 1% per Skill	기술 포인트당 공격 속도가 1% 증가합니다		Scripts/General/zzClasses.lua	436	1	스킬 숙련 효과
maw-daab9922b845	translated	skill	Increased Attack speed by 2% per Skill	기술 포인트당 공격 속도가 2% 증가합니다		Scripts/General/zzClasses.lua	437	1	스킬 숙련 효과
maw-6c0c573a0a4e	translated	skill	Increased Attack speed by 3% per Skill	기술 포인트당 공격 속도가 3% 증가합니다		Scripts/General/zzClasses.lua	438	1	스킬 숙련 효과
maw-5ea4107586d3	translated	skill	Increased Attack speed by 4% per Skill	기술 포인트당 공격 속도가 4% 증가합니다		Scripts/General/zzClasses.lua	439	1	스킬 숙련 효과
maw-49cb5d5ca418	translated	skill	Increases damage by 2 per Skill point	기술 포인트당 피해량이 2 증가합니다		Scripts/General/zzClasses.lua	426	1	스킬 숙련 효과
maw-f893dfeaa800	translated	skill	Increases damage by 3 per Skill point	기술 포인트당 피해량이 3 증가합니다		Scripts/General/zzClasses.lua	427	1	스킬 숙련 효과
maw-3cb0bec33487	translated	skill	Increases damage by 4 per Skill point	기술 포인트당 피해량이 4 증가합니다		Scripts/General/zzClasses.lua	428	1	스킬 숙련 효과
maw-c77d92241036	translated	skill	Increases your maximum energy by 10	최대 에너지가 10 증가합니다		Scripts/General/zzClasses.lua	2118	1	스킬 숙련 효과
maw-6290f5d955e4	translated	skill	Increases your maximum energy by 20	최대 에너지가 20 증가합니다		Scripts/General/zzClasses.lua	2123	1	스킬 숙련 효과
maw-802a1329ffc3	translated	skill	Increases your maximum energy by 30	최대 에너지가 30 증가합니다		Scripts/General/zzClasses.lua	2128	1	스킬 숙련 효과
maw-3656b212d46e	translated	skill	Increases your maximum energy by 40	최대 에너지가 40 증가합니다		Scripts/General/zzClasses.lua	2133	1	스킬 숙련 효과
maw-4abf5e5a2ab2	untranslated	skill	IsConscious			Scripts/General/zzMAW-Skills.lua	2617	1	
maw-40544d9bf0bd	translated	skill	Killing a monster restores 10 energy	몬스터 처치 시 에너지 10을 회복합니다		Scripts/General/zzClasses.lua	2116	1	스킬 숙련 효과
maw-f11808504cd5	translated	skill	Killing a monster restores 15 energy	몬스터 처치 시 에너지 15를 회복합니다		Scripts/General/zzClasses.lua	2121	1	스킬 숙련 효과
maw-c39a1eb5778a	translated	skill	Killing a monster restores 20 energy	몬스터 처치 시 에너지 20을 회복합니다		Scripts/General/zzClasses.lua	2126	1	스킬 숙련 효과
maw-1acaae4a2aff	translated	skill	Killing a monster restores 25 energy	몬스터 처치 시 에너지 25를 회복합니다		Scripts/General/zzClasses.lua	2131	1	스킬 숙련 효과
maw-44c58b0340ce	translated	skill	"Leather armor is the lightest armor a character can wear.  While leather provides less protection than chain or plate armor, it also slows your character down the least.

Leather Armor Skill boosts the AC and Resistances gained by ALL armors when equipping a Leather Armor by a percent amount."	"가죽 갑옷은 착용할 수 있는 가장 가벼운 방어구입니다. 사슬이나 판금 갑옷보다 보호력은 낮지만 행동 속도 감소도 가장 적습니다.

가죽 갑옷을 장비하면 가죽 갑옷 기술이 모든 방어구에서 얻는 방어력과 저항을 일정 비율만큼 높입니다."		Scripts/General/zzMAW-Skills.lua	591	1	가죽 갑옷 기술 설명
maw-7182aec4321c	untranslated	skill	Leecher			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-22fa84df37d6	translated	skill	Mana cost reduced by 12.5%.	마나 소모량 12.5% 감소.		Scripts/General/zzMAW-Skills.lua	1465	1	승천 숙련 효과
maw-c338ab5388a4	translated	skill	Mana cost reduced by 25%	마나 소모량 25% 감소		Scripts/General/zzMAW-Skills.lua	1466	1	승천 숙련 효과
maw-0a4e4b7336a4	translated	skill	Mana cost reduced by 37.5%	마나 소모량 37.5% 감소		Scripts/General/zzMAW-Skills.lua	1467	1	승천 숙련 효과
maw-01908de91882	translated	skill	Mana cost reduced by 50%	마나 소모량 50% 감소		Scripts/General/zzMAW-Skills.lua	1468	1	승천 숙련 효과
maw-34785d352a98	translated	skill	Mana is increased by 2% per skill level, cost divisor increased by 0.5	기술 레벨당 마나가 2% 증가하고 소모 비용 제수가 0.5 증가합니다		Scripts/General/zzMAW-Skills.lua	2510	1	깨달음 숙련 효과
maw-0555f787e247	translated	skill	Mana is increased by 3% per skill level, cost divisor increased by 1	기술 레벨당 마나가 3% 증가하고 소모 비용 제수가 1 증가합니다		Scripts/General/zzMAW-Skills.lua	2511	1	깨달음 숙련 효과
maw-7302af587b8b	translated	skill	Mana is increased by 4% per skill level, cost divisor increased by 1.5	기술 레벨당 마나가 4% 증가하고 소모 비용 제수가 1.5 증가합니다		Scripts/General/zzMAW-Skills.lua	2512	1	깨달음 숙련 효과
maw-b11a712a7bb7	translated	skill	Mana is increased by 5% per skill level, cost divisor increased by 2	기술 레벨당 마나가 5% 증가하고 소모 비용 제수가 2 증가합니다		Scripts/General/zzMAW-Skills.lua	2513	1	깨달음 숙련 효과
maw-bf1e13de8fdf	translated	skill	Mana Shield	마나 방패		Scripts/General/zzMAW-Skills.lua	2476	1	MAW 방어 스킬명
maw-cbafc012d625	translated	skill	"Mana shield consume mana to reduce damage when an hit would take you below a certain threshold.

If available, Expert, Master and Grandmaster is learned at skill 6-12-20 (8-20-32 in insanity mode).

Mastery increase its mana efficience.
"	"마나 방패는 공격을 받아 생명력이 일정 기준 아래로 내려가려 할 때 마나를 소모하여 피해를 줄입니다.

가능한 경우 전문가, 마스터, 그랜드마스터 단계는 기술 레벨 6-12-20에서 습득합니다(광기 모드에서는 8-20-32).

숙련도가 높을수록 마나 효율이 증가합니다.
"		Scripts/General/zzMAW-Skills.lua	2477	1	마나 방패 기술 설명
maw-5006c2e9fbd4	translated	skill	"Mana shield consume mana to reduce damage when an hit would take you below a certain threshold.

If available, Expert, Master and Grandmaster is learned at skill 6-12-20.

Mastery increase its mana efficience.
"	"마나 방패는 공격을 받아 생명력이 일정 기준 아래로 내려가려 할 때 마나를 소모하여 피해를 줄입니다.

가능한 경우 전문가, 마스터, 그랜드마스터 단계는 기술 레벨 6-12-20에서 습득합니다.

숙련도가 높을수록 마나 효율이 증가합니다.
"		Scripts/General/zzMAW-Skills.lua	2118	1	마나 방패 설명 6-12-20
maw-0979679a0c9c	translated	skill	"Mana shield consume mana to reduce damage when an hit would take you below a certain threshold.

If available, Expert, Master and Grandmaster is learned at skill 8-20-32.

Mastery increase its mana efficience.
"	"마나 방패는 공격을 받아 생명력이 일정 기준 아래로 내려가려 할 때 마나를 소모하여 피해를 줄입니다.

가능한 경우 전문가, 마스터, 그랜드마스터 단계는 기술 레벨 8-20-32에서 습득합니다.

숙련도가 높을수록 마나 효율이 증가합니다.
"		Scripts/General/zzMAW-Skills.lua	2120	1	마나 방패 설명 8-20-32
maw-696e3191948f	untranslated	skill	Mastery			Scripts/General/zzMAW-Skills.lua	1083	2	
maw-7cacbad97aca	translated	skill	Melee attack costs 30 energy	근접 공격에 에너지 30을 소모합니다		Scripts/General/zzClasses.lua	2130	1	스킬 숙련 효과
maw-1c9832330cfc	translated	skill	Melee attack costs 35 energy	근접 공격에 에너지 35를 소모합니다		Scripts/General/zzClasses.lua	2125	1	스킬 숙련 효과
maw-7fdc3862734e	translated	skill	Melee attack costs 40 energy	근접 공격에 에너지 40을 소모합니다		Scripts/General/zzClasses.lua	2120	1	스킬 숙련 효과
maw-bfc71b4321ca	translated	skill	Melee attack costs 45 energy	근접 공격에 에너지 45를 소모합니다		Scripts/General/zzClasses.lua	2115	1	스킬 숙련 효과
maw-bc450c26c1e8	translated	skill	Melee attacks heal on hit	근접 공격 적중 시 생명력을 회복합니다		Scripts/General/zzClasses.lua	431	1	스킬 숙련 효과
maw-0a893ece8e46	translated	skill	Misc	기타		Scripts/General/zzMAW-Skills.lua	2063	2	기타 기술 UI
maw-cf844749e1e5	untranslated	skill	Omnipotent			Scripts/General/BountyHunt.lua	216	17	
maw-8eacd5e0337a	untranslated	skill	Plagueborn			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-92e872e4e20e	translated	skill	"Plate armor is the heaviest armor type.  It provides the most protection, but it slows your character down more than leather or chain.

Plate Armor Skill boosts the AC and Resistances gained by ALL armors when equipping a Plate Armor by a percent amount."	"판금 갑옷은 가장 무거운 방어구입니다. 가장 높은 보호력을 제공하지만 가죽이나 사슬 갑옷보다 행동을 더 느리게 만듭니다.

판금 갑옷을 장비하면 판금 갑옷 기술이 모든 방어구에서 얻는 방어력과 저항을 일정 비율만큼 높입니다."		Scripts/General/zzMAW-Skills.lua	593	1	판금 갑옷 기술 설명
maw-83e4da82cd41	translated	skill	"Poisoning is the art of mastering toxins through self-experimentation, transforming suffering into vitality. Higher skill levels increase your energy regeneration.

Each attack deals bonus water damage equal to 0.1% of the target's HP per skill point.

"	"독은 스스로 독을 시험하며 독성을 다루는 법을 익혀 고통을 활력으로 바꾸는 기술입니다. 기술 레벨이 높을수록 에너지 재생이 증가합니다.

공격할 때마다 기술 포인트당 대상 생명력의 0.1%에 해당하는 추가 물 피해를 줍니다.

"		Scripts/General/zzClasses.lua	2111	1	독 기술 설명
maw-b1990861729d	translated	skill	Poisons	독		Scripts/General/zzClasses.lua	2106	1	암살자 스킬명
maw-176436bc329f	untranslated	skill	Puller			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-085171c8bf3e	translated	skill	Reduces traps and lava damage by 10%.	함정과 용암 피해가 10% 감소합니다.		Scripts/General/zzMAW-Skills.lua	1470	1	지각 숙련 효과
maw-96fa891e59df	translated	skill	Reduces traps and lava damage by 30%.	함정과 용암 피해가 30% 감소합니다.		Scripts/General/zzMAW-Skills.lua	1471	1	지각 숙련 효과
maw-b398b59387c0	translated	skill	Reduces traps and lava damage by 50%.	함정과 용암 피해가 50% 감소합니다.		Scripts/General/zzMAW-Skills.lua	1472	1	지각 숙련 효과
maw-25edbf756cff	translated	skill	Reduces traps and lava damage by 70%.	함정과 용암 피해가 70% 감소합니다.		Scripts/General/zzMAW-Skills.lua	1473	1	지각 숙련 효과
maw-078157762d2c	untranslated	skill	Reflecting			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-809f8bbcd185	untranslated	skill	Regenerating			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-73c6fffa68c4	untranslated	skill	RemoveSkillValueLimits			Scripts/Structs/After/RemoveSkillValueLimits.lua	1	1	
maw-c6b40b4993cf	translated	skill	Retaliation	반격		Scripts/General/zzMAW-Skills.lua	2539	1	MAW 방어 스킬명
maw-a5b46b9f3ae4	translated	skill	Retaliation can stack up to 3 times, allowing to consume all the stacks in 1 single powerful hit	반격은 최대 3회 중첩되며, 한 번의 강력한 공격으로 모든 중첩을 소모할 수 있습니다		Scripts/General/zzMAW-Skills.lua	2544	1	반격 숙련 효과
maw-0b414bdcb7b9	translated	skill	Scales	비늘		Scripts/General/zzClasses.lua	806	1	드래곤 스킬명
maw-aa0e7e86b7aa	untranslated	skill	Shadow			Scripts/General/zzMaw-Monsters.lua	3177	2	
maw-a6852004e745	translated	skill	"Shield skill provides great defense against both physical and magical attacks.

Shield Skill boosts the AC and Resistances gained from your Shield  by a percent amount."	"방패 기술은 물리 공격과 마법 공격 모두에 뛰어난 방어력을 제공합니다.

방패 기술은 방패에서 얻는 방어력과 저항을 일정 비율만큼 높입니다."		Scripts/General/zzMAW-Skills.lua	590	1	방패 기술 설명
maw-ec9f630c8693	untranslated	skill	Skill			Data/Tables/Extra Skillz.txt	1	7	
maw-595e6f796a09	untranslated	skill	Skill reset info			Scripts/Global/zzMAWRespec.lua	14	1	
maw-e09212c7d3ea	untranslated	skill	Skills			Scripts/General/zzMaw-Monsters.lua	3147	1	
maw-04ad3555eeac	translated	skill	Skills adds 	기술 보너스: 		Scripts/General/zzMAW-Skills.lua	691	4	무기 전문가 숙련 설명 조각
maw-c1c7f7e81f44	untranslated	skill	"Skills adds 3 dmg, 3 atk, 2% speed
Each 10 points in armsmaster increase all the melee weapon skills by 1"			Scripts/General/zzMAW-Skills.lua	2693	1	
maw-7707f6812879	untranslated	skill	SP			Scripts/General/zzMAW-Skills.lua	865	2	
maw-3d0e83b4f7be	untranslated	skill	Speed|			Scripts/General/zzMAW-Skills.lua	534	1	
maw-249f056b552d	untranslated	skill	Stacks			Scripts/General/zzMAW-Skills.lua	1121	12	
maw-e81ea1b3be50	translated	skill	Subtlety	기민함		Scripts/General/zzClasses.lua	2105	1	암살자 회피 스킬명
